line_no,line_intensity,x_positions,y_positions,frame,x_posR,y_posR
0,0.7602156893308236,217,322,1,217,322
0,0.7602156893308236,218,323,1,218,323
0,0.7602156893308236,218,324,1,218,324
0,0.7602156893308236,219,325,1,219,325
0,0.7602156893308236,220,326,1,220,326
0,0.7602156893308236,220,327,1,220,327
0,0.7602156893308236,221,328,1,221,328
0,0.7602156893308236,221,329,1,221,329
0,0.7602156893308236,222,330,1,222,330
0,0.7602156893308236,222,331,1,222,331
0,0.7602156893308236,223,332,1,223,332
0,0.7602156893308236,223,333,1,223,333
0,0.7602156893308236,224,334,1,224,334
0,0.7602156893308236,224,335,1,224,335
0,0.7602156893308236,225,336,1,225,336
0,0.7602156893308236,225,337,1,225,337
0,0.7602156893308236,226,338,1,226,338
0,0.7602156893308236,226,339,1,226,339
0,0.7602156893308236,227,340,1,227,340
0,0.7602156893308236,228,341,1,228,341
0,0.7602156893308236,228,342,1,228,342
0,0.7602156893308236,229,343,1,229,343
0,0.7602156893308236,229,344,1,229,344
0,0.7602156893308236,230,345,1,230,345
0,0.7602156893308236,230,346,1,230,346
0,0.7602156893308236,231,347,1,231,347
0,0.7602156893308236,231,348,1,231,348
0,0.7602156893308236,232,349,1,232,349
0,0.7602156893308236,232,350,1,232,350
0,0.7602156893308236,233,351,1,233,351
0,0.7602156893308236,233,352,1,233,352
0,0.7602156893308236,234,353,1,234,353
0,0.7602156893308236,234,354,1,234,354
0,0.7602156893308236,235,355,1,235,355
0,0.7602156893308236,235,356,1,235,356
0,0.7602156893308236,236,357,1,236,357
0,0.7602156893308236,237,358,1,237,358
0,0.7602156893308236,237,359,1,237,359
0,0.7602156893308236,238,360,1,238,360
0,0.7602156893308236,238,361,1,238,361
0,0.7602156893308236,239,362,1,239,362
0,0.7602156893308236,239,363,1,239,363
0,0.7602156893308236,240,364,1,240,364
0,0.7602156893308236,240,365,1,240,365
0,0.7602156893308236,241,366,1,241,366
0,0.7602156893308236,241,367,1,241,367
0,0.7602156893308236,242,368,1,242,368
0,0.7602156893308236,242,369,1,242,369
0,0.7602156893308236,243,370,1,243,370
0,0.7602156893308236,243,371,1,243,371
0,0.7602156893308236,244,372,1,244,372
0,0.7602156893308236,245,373,1,245,373
0,0.7602156893308236,245,374,1,245,374
0,0.7602156893308236,246,375,1,246,375
0,0.7602156893308236,246,376,1,246,376
0,0.7602156893308236,247,377,1,247,377
0,0.7602156893308236,247,378,1,247,378
0,0.7602156893308236,248,379,1,248,379
0,0.7602156893308236,248,380,1,248,380
0,0.7602156893308236,249,381,1,249,381
0,0.7602156893308236,249,382,1,249,382
0,0.7602156893308236,250,383,1,250,383
0,0.7602156893308236,250,384,1,250,384
0,0.7602156893308236,251,385,1,251,385
0,0.7602156893308236,251,386,1,251,386
0,0.7602156893308236,252,387,1,252,387
0,0.7602156893308236,252,388,1,252,388
0,0.7602156893308236,253,389,1,253,389
0,0.7602156893308236,254,390,1,254,390
0,0.7602156893308236,254,391,1,254,391
0,0.7602156893308236,255,392,1,255,392
0,0.7602156893308236,255,393,1,255,393
0,0.7602156893308236,256,394,1,256,394
0,0.7602156893308236,256,395,1,256,395
0,0.7602156893308236,257,396,1,257,396
0,0.7602156893308236,257,397,1,257,397
0,0.7602156893308236,258,398,1,258,398
0,0.7602156893308236,258,399,1,258,399
0,0.7602156893308236,259,400,1,259,400
0,0.7602156893308236,259,401,1,259,401
0,0.7602156893308236,260,402,1,260,402
0,0.7602156893308236,260,403,1,260,403
0,0.7602156893308236,261,404,1,261,404
0,0.7602156893308236,262,405,1,262,405
0,0.7602156893308236,262,406,1,262,406
0,0.7602156893308236,263,407,1,263,407
0,0.7602156893308236,263,408,1,263,408
0,0.7602156893308236,264,409,1,264,409
0,0.7602156893308236,264,410,1,264,410
0,0.7602156893308236,265,411,1,265,411
0,0.7602156893308236,265,412,1,265,412
0,0.7602156893308236,266,413,1,266,413
0,0.7602156893308236,266,414,1,266,414
0,0.7602156893308236,267,415,1,267,415
0,0.7602156893308236,267,416,1,267,416
0,0.7602156893308236,268,417,1,268,417
0,0.7602156893308236,268,418,1,268,418
0,0.7602156893308236,269,419,1,269,419
0,0.7602156893308236,270,420,1,270,420
0,0.7602156893308236,270,421,1,270,421
0,0.7602156893308236,271,422,1,271,422
0,0.7602156893308236,271,423,1,271,423
0,0.7602156893308236,272,424,1,272,424
0,0.7602156893308236,272,425,1,272,425
0,0.7602156893308236,273,426,1,273,426
0,0.7602156893308236,273,427,1,273,427
0,0.7602156893308236,274,428,1,274,428
0,0.7602156893308236,274,429,1,274,429
0,0.7602156893308236,275,430,1,275,430
0,0.7602156893308236,275,431,1,275,431
0,0.7602156893308236,276,432,1,276,432
0,0.7602156893308236,276,433,1,276,433
0,0.7602156893308236,277,434,1,277,434
0,0.7602156893308236,277,435,1,277,435
0,0.7602156893308236,278,436,1,278,436
0,0.7602156893308236,279,437,1,279,437
0,0.7602156893308236,279,438,1,279,438
0,0.7602156893308236,280,439,1,280,439
0,0.7602156893308236,280,440,1,280,440
0,0.7602156893308236,281,441,1,281,441
0,0.7602156893308236,281,442,1,281,442
0,0.7602156893308236,282,443,1,282,443
0,0.7602156893308236,282,444,1,282,444
0,0.7602156893308236,283,445,1,283,445
0,0.7602156893308236,283,446,1,283,446
0,0.7602156893308236,284,447,1,284,447
0,0.7602156893308236,284,448,1,284,448
0,0.7602156893308236,285,449,1,285,449
0,0.7602156893308236,285,450,1,285,450
0,0.7602156893308236,286,451,1,286,451
0,0.7602156893308236,287,452,1,287,452
0,0.7602156893308236,287,453,1,287,453
0,0.7602156893308236,288,454,1,288,454
0,0.7602156893308236,288,455,1,288,455
0,0.7602156893308236,289,456,1,289,456
0,0.7602156893308236,289,457,1,289,457
0,0.7602156893308236,290,458,1,290,458
0,0.7602156893308236,290,459,1,290,459
0,0.7602156893308236,291,460,1,291,460
0,0.7602156893308236,291,461,1,291,461
0,0.7602156893308236,292,462,1,292,462
0,0.7602156893308236,292,463,1,292,463
0,0.7602156893308236,293,464,1,293,464
0,0.7602156893308236,293,465,1,293,465
0,0.7602156893308236,294,466,1,294,466
0,0.7602156893308236,294,467,1,294,467
0,0.7602156893308236,295,468,1,295,468
0,0.7602156893308236,296,469,1,296,469
0,0.7602156893308236,296,470,1,296,470
0,0.7602156893308236,297,471,1,297,471
0,0.7602156893308236,297,472,1,297,472
0,0.7602156893308236,298,473,1,298,473
0,0.7602156893308236,298,474,1,298,474
0,0.7602156893308236,299,475,1,299,475
0,0.7602156893308236,299,476,1,299,476
0,0.7602156893308236,300,477,1,300,477
0,0.7602156893308236,300,478,1,300,478
0,0.7602156893308236,301,479,1,301,479
0,0.7602156893308236,301,480,1,301,480
0,0.7602156893308236,302,481,1,302,481
0,0.7602156893308236,302,482,1,302,482
0,0.7602156893308236,303,483,1,303,483
1,0.5409901471865485,278,381,1,278,381
1,0.5409901471865485,278,382,1,278,382
1,0.5409901471865485,277,383,1,277,383
1,0.5409901471865485,277,384,1,277,384
1,0.5409901471865485,277,385,1,277,385
1,0.5409901471865485,276,386,1,276,386
1,0.5409901471865485,276,387,1,276,387
1,0.5409901471865485,276,388,1,276,388
1,0.5409901471865485,275,389,1,275,389
1,0.5409901471865485,275,390,1,275,390
1,0.5409901471865485,275,391,1,275,391
1,0.5409901471865485,274,392,1,274,392
1,0.5409901471865485,274,393,1,274,393
1,0.5409901471865485,274,394,1,274,394
1,0.5409901471865485,273,395,1,273,395
1,0.5409901471865485,273,396,1,273,396
1,0.5409901471865485,273,397,1,273,397
1,0.5409901471865485,272,398,1,272,398
1,0.5409901471865485,272,399,1,272,399
1,0.5409901471865485,272,400,1,272,400
1,0.5409901471865485,271,401,1,271,401
1,0.5409901471865485,271,402,1,271,402
1,0.5409901471865485,271,403,1,271,403
1,0.5409901471865485,270,404,1,270,404
1,0.5409901471865485,270,405,1,270,405
1,0.5409901471865485,270,406,1,270,406
1,0.5409901471865485,269,407,1,269,407
1,0.5409901471865485,269,408,1,269,408
1,0.5409901471865485,269,409,1,269,409
1,0.5409901471865485,268,410,1,268,410
1,0.5409901471865485,268,411,1,268,411
1,0.5409901471865485,268,412,1,268,412
1,0.5409901471865485,267,413,1,267,413
1,0.5409901471865485,267,414,1,267,414
1,0.5409901471865485,267,415,1,267,415
1,0.5409901471865485,266,416,1,266,416
1,0.5409901471865485,266,417,1,266,417
1,0.5409901471865485,265,418,1,265,418
1,0.5409901471865485,265,419,1,265,419
1,0.5409901471865485,265,420,1,265,420
1,0.5409901471865485,264,421,1,264,421
1,0.5409901471865485,264,422,1,264,422
1,0.5409901471865485,263,423,1,263,423
1,0.5409901471865485,263,424,1,263,424
1,0.5409901471865485,263,425,1,263,425
1,0.5409901471865485,262,426,1,262,426
1,0.5409901471865485,262,427,1,262,427
1,0.5409901471865485,261,428,1,261,428
1,0.5409901471865485,261,429,1,261,429
1,0.5409901471865485,260,430,1,260,430
1,0.5409901471865485,260,431,1,260,431
1,0.5409901471865485,259,432,1,259,432
1,0.5409901471865485,258,433,1,258,433
1,0.5409901471865485,258,434,1,258,434
1,0.5409901471865485,257,435,1,257,435
1,0.5409901471865485,256,435,1,256,435
1,0.5409901471865485,255,436,1,255,436
1,0.5409901471865485,254,437,1,254,437
1,0.5409901471865485,253,437,1,253,437
1,0.5409901471865485,252,437,1,252,437
1,0.5409901471865485,251,438,1,251,438
1,0.5409901471865485,250,438,1,250,438
1,0.5409901471865485,249,438,1,249,438
1,0.5409901471865485,248,438,1,248,438
1,0.5409901471865485,247,438,1,247,438
1,0.5409901471865485,246,439,1,246,439
1,0.5409901471865485,245,439,1,245,439
1,0.5409901471865485,244,439,1,244,439
1,0.5409901471865485,243,439,1,243,439
1,0.5409901471865485,242,439,1,242,439
1,0.5409901471865485,241,439,1,241,439
1,0.5409901471865485,240,439,1,240,439
1,0.5409901471865485,239,439,1,239,439
1,0.5409901471865485,238,439,1,238,439
1,0.5409901471865485,237,439,1,237,439
1,0.5409901471865485,236,439,1,236,439
1,0.5409901471865485,235,439,1,235,439
1,0.5409901471865485,234,439,1,234,439
1,0.5409901471865485,233,439,1,233,439
1,0.5409901471865485,232,439,1,232,439
2,0.500433434952326,226,390,1,226,390
2,0.500433434952326,227,390,1,227,390
2,0.500433434952326,228,390,1,228,390
2,0.500433434952326,229,391,1,229,391
2,0.500433434952326,230,391,1,230,391
2,0.500433434952326,231,391,1,231,391
2,0.500433434952326,232,391,1,232,391
2,0.500433434952326,233,391,1,233,391
2,0.500433434952326,234,392,1,234,392
2,0.500433434952326,235,392,1,235,392
2,0.500433434952326,236,392,1,236,392
2,0.500433434952326,237,392,1,237,392
2,0.500433434952326,238,392,1,238,392
2,0.500433434952326,239,393,1,239,393
2,0.500433434952326,240,393,1,240,393
2,0.500433434952326,241,393,1,241,393
2,0.500433434952326,242,393,1,242,393
2,0.500433434952326,243,393,1,243,393
2,0.500433434952326,244,394,1,244,394
2,0.500433434952326,245,394,1,245,394
2,0.500433434952326,246,394,1,246,394
2,0.500433434952326,247,394,1,247,394
2,0.500433434952326,248,394,1,248,394
2,0.500433434952326,249,395,1,249,395
2,0.500433434952326,250,395,1,250,395
2,0.500433434952326,251,395,1,251,395
2,0.500433434952326,252,395,1,252,395
2,0.500433434952326,253,395,1,253,395
2,0.500433434952326,254,395,1,254,395
2,0.500433434952326,255,395,1,255,395
2,0.500433434952326,256,395,1,256,395
2,0.500433434952326,257,395,1,257,395
2,0.500433434952326,258,396,1,258,396
2,0.500433434952326,259,396,1,259,396
2,0.500433434952326,260,396,1,260,396
2,0.500433434952326,261,396,1,261,396
2,0.500433434952326,262,396,1,262,396
2,0.500433434952326,263,396,1,263,396
2,0.500433434952326,264,396,1,264,396
2,0.500433434952326,265,396,1,265,396
2,0.500433434952326,266,396,1,266,396
2,0.500433434952326,267,396,1,267,396
2,0.500433434952326,268,396,1,268,396
2,0.500433434952326,269,396,1,269,396
2,0.500433434952326,270,396,1,270,396
2,0.500433434952326,271,396,1,271,396
2,0.500433434952326,272,396,1,272,396
2,0.500433434952326,273,396,1,273,396
2,0.500433434952326,274,397,1,274,397
2,0.500433434952326,275,397,1,275,397
2,0.500433434952326,276,397,1,276,397
2,0.500433434952326,277,397,1,277,397
2,0.500433434952326,278,397,1,278,397
2,0.500433434952326,279,397,1,279,397
2,0.500433434952326,280,397,1,280,397
2,0.500433434952326,281,397,1,281,397
2,0.500433434952326,282,397,1,282,397
3,0.5465517201241088,191,227,1,191,227
3,0.5465517201241088,191,228,1,191,228
3,0.5465517201241088,191,229,1,191,229
3,0.5465517201241088,191,230,1,191,230
3,0.5465517201241088,190,231,1,190,231
3,0.5465517201241088,190,232,1,190,232
3,0.5465517201241088,190,233,1,190,233
3,0.5465517201241088,190,234,1,190,234
3,0.5465517201241088,190,235,1,190,235
3,0.5465517201241088,190,236,1,190,236
3,0.5465517201241088,190,237,1,190,237
3,0.5465517201241088,190,238,1,190,238
3,0.5465517201241088,189,239,1,189,239
3,0.5465517201241088,189,240,1,189,240
3,0.5465517201241088,189,241,1,189,241
3,0.5465517201241088,189,242,1,189,242
3,0.5465517201241088,189,243,1,189,243
3,0.5465517201241088,189,244,1,189,244
3,0.5465517201241088,189,245,1,189,245
3,0.5465517201241088,188,246,1,188,246
3,0.5465517201241088,188,247,1,188,247
3,0.5465517201241088,188,248,1,188,248
3,0.5465517201241088,188,249,1,188,249
3,0.5465517201241088,188,250,1,188,250
3,0.5465517201241088,188,251,1,188,251
3,0.5465517201241088,188,252,1,188,252
3,0.5465517201241088,187,253,1,187,253
3,0.5465517201241088,187,254,1,187,254
3,0.5465517201241088,187,255,1,187,255
3,0.5465517201241088,187,256,1,187,256
3,0.5465517201241088,187,257,1,187,257
3,0.5465517201241088,187,258,1,187,258
3,0.5465517201241088,187,259,1,187,259
3,0.5465517201241088,187,260,1,187,260
3,0.5465517201241088,186,261,1,186,261
3,0.5465517201241088,186,262,1,186,262
3,0.5465517201241088,186,263,1,186,263
3,0.5465517201241088,186,264,1,186,264
3,0.5465517201241088,186,265,1,186,265
3,0.5465517201241088,186,266,1,186,266
3,0.5465517201241088,186,267,1,186,267
3,0.5465517201241088,185,268,1,185,268
3,0.5465517201241088,185,269,1,185,269
3,0.5465517201241088,185,270,1,185,270
3,0.5465517201241088,185,271,1,185,271
3,0.5465517201241088,185,272,1,185,272
3,0.5465517201241088,185,273,1,185,273
3,0.5465517201241088,185,274,1,185,274
3,0.5465517201241088,185,275,1,185,275
3,0.5465517201241088,184,276,1,184,276
3,0.5465517201241088,184,277,1,184,277
3,0.5465517201241088,184,278,1,184,278
3,0.5465517201241088,184,279,1,184,279
3,0.5465517201241088,184,280,1,184,280
3,0.5465517201241088,184,281,1,184,281
3,0.5465517201241088,184,282,1,184,282
3,0.5465517201241088,183,283,1,183,283
3,0.5465517201241088,183,284,1,183,284
3,0.5465517201241088,183,285,1,183,285
3,0.5465517201241088,183,286,1,183,286
3,0.5465517201241088,183,287,1,183,287
3,0.5465517201241088,183,288,1,183,288
3,0.5465517201241088,183,289,1,183,289
3,0.5465517201241088,183,290,1,183,290
3,0.5465517201241088,182,291,1,182,291
3,0.5465517201241088,182,292,1,182,292
3,0.5465517201241088,182,293,1,182,293
3,0.5465517201241088,182,294,1,182,294
3,0.5465517201241088,182,295,1,182,295
3,0.5465517201241088,182,296,1,182,296
3,0.5465517201241088,182,297,1,182,297
3,0.5465517201241088,181,298,1,181,298
3,0.5465517201241088,181,299,1,181,299
3,0.5465517201241088,181,300,1,181,300
3,0.5465517201241088,181,301,1,181,301
3,0.5465517201241088,181,302,1,181,302
3,0.5465517201241088,181,303,1,181,303
3,0.5465517201241088,181,304,1,181,304
3,0.5465517201241088,181,305,1,181,305
3,0.5465517201241088,180,306,1,180,306
3,0.5465517201241088,180,307,1,180,307
3,0.5465517201241088,180,308,1,180,308
3,0.5465517201241088,180,309,1,180,309
3,0.5465517201241088,180,310,1,180,310
3,0.5465517201241088,180,311,1,180,311
3,0.5465517201241088,180,312,1,180,312
3,0.5465517201241088,180,313,1,180,313
3,0.5465517201241088,179,314,1,179,314
3,0.5465517201241088,179,315,1,179,315
3,0.5465517201241088,179,316,1,179,316
3,0.5465517201241088,179,317,1,179,317
3,0.5465517201241088,179,318,1,179,318
3,0.5465517201241088,179,319,1,179,319
3,0.5465517201241088,179,320,1,179,320
3,0.5465517201241088,178,321,1,178,321
3,0.5465517201241088,178,322,1,178,322
3,0.5465517201241088,178,323,1,178,323
3,0.5465517201241088,178,324,1,178,324
3,0.5465517201241088,178,325,1,178,325
3,0.5465517201241088,178,326,1,178,326
3,0.5465517201241088,178,327,1,178,327
3,0.5465517201241088,178,328,1,178,328
3,0.5465517201241088,177,329,1,177,329
3,0.5465517201241088,177,330,1,177,330
3,0.5465517201241088,177,331,1,177,331
3,0.5465517201241088,177,332,1,177,332
3,0.5465517201241088,177,333,1,177,333
3,0.5465517201241088,177,334,1,177,334
3,0.5465517201241088,177,335,1,177,335
3,0.5465517201241088,177,336,1,177,336
3,0.5465517201241088,176,337,1,176,337
3,0.5465517201241088,176,338,1,176,338
3,0.5465517201241088,176,339,1,176,339
3,0.5465517201241088,176,340,1,176,340
3,0.5465517201241088,176,341,1,176,341
3,0.5465517201241088,176,342,1,176,342
3,0.5465517201241088,176,343,1,176,343
3,0.5465517201241088,176,344,1,176,344
3,0.5465517201241088,175,345,1,175,345
3,0.5465517201241088,175,346,1,175,346
3,0.5465517201241088,175,347,1,175,347
3,0.5465517201241088,175,348,1,175,348
3,0.5465517201241088,175,349,1,175,349
3,0.5465517201241088,175,350,1,175,350
3,0.5465517201241088,175,351,1,175,351
3,0.5465517201241088,175,352,1,175,352
3,0.5465517201241088,174,353,1,174,353
3,0.5465517201241088,174,354,1,174,354
3,0.5465517201241088,174,355,1,174,355
3,0.5465517201241088,174,356,1,174,356
3,0.5465517201241088,174,357,1,174,357
3,0.5465517201241088,174,358,1,174,358
3,0.5465517201241088,174,359,1,174,359
3,0.5465517201241088,174,360,1,174,360
3,0.5465517201241088,174,361,1,174,361
3,0.5465517201241088,173,362,1,173,362
3,0.5465517201241088,173,363,1,173,363
3,0.5465517201241088,173,364,1,173,364
3,0.5465517201241088,173,365,1,173,365
3,0.5465517201241088,173,366,1,173,366
3,0.5465517201241088,173,367,1,173,367
3,0.5465517201241088,173,368,1,173,368
3,0.5465517201241088,173,369,1,173,369
3,0.5465517201241088,173,370,1,173,370
3,0.5465517201241088,172,371,1,172,371
3,0.5465517201241088,172,372,1,172,372
3,0.5465517201241088,172,373,1,172,373
3,0.5465517201241088,172,374,1,172,374
3,0.5465517201241088,172,375,1,172,375
3,0.5465517201241088,172,376,1,172,376
3,0.5465517201241088,172,377,1,172,377
3,0.5465517201241088,172,378,1,172,378
3,0.5465517201241088,172,379,1,172,379
3,0.5465517201241088,172,380,1,172,380
3,0.5465517201241088,171,381,1,171,381
3,0.5465517201241088,171,382,1,171,382
3,0.5465517201241088,171,383,1,171,383
3,0.5465517201241088,171,384,1,171,384
3,0.5465517201241088,171,385,1,171,385
3,0.5465517201241088,171,386,1,171,386
3,0.5465517201241088,171,387,1,171,387
3,0.5465517201241088,171,388,1,171,388
3,0.5465517201241088,171,389,1,171,389
3,0.5465517201241088,171,390,1,171,390
3,0.5465517201241088,171,391,1,171,391
3,0.5465517201241088,171,392,1,171,392
3,0.5465517201241088,171,393,1,171,393
3,0.5465517201241088,171,394,1,171,394
3,0.5465517201241088,170,395,1,170,395
3,0.5465517201241088,170,396,1,170,396
3,0.5465517201241088,170,397,1,170,397
3,0.5465517201241088,170,398,1,170,398
3,0.5465517201241088,170,399,1,170,399
3,0.5465517201241088,170,400,1,170,400
3,0.5465517201241088,170,401,1,170,401
3,0.5465517201241088,170,402,1,170,402
3,0.5465517201241088,170,403,1,170,403
3,0.5465517201241088,170,404,1,170,404
3,0.5465517201241088,170,405,1,170,405
3,0.5465517201241088,170,406,1,170,406
3,0.5465517201241088,170,407,1,170,407
3,0.5465517201241088,170,408,1,170,408
3,0.5465517201241088,170,409,1,170,409
3,0.5465517201241088,170,410,1,170,410
3,0.5465517201241088,170,411,1,170,411
3,0.5465517201241088,170,412,1,170,412
3,0.5465517201241088,170,413,1,170,413
3,0.5465517201241088,170,414,1,170,414
3,0.5465517201241088,170,415,1,170,415
3,0.5465517201241088,170,416,1,170,416
3,0.5465517201241088,170,417,1,170,417
3,0.5465517201241088,170,418,1,170,418
3,0.5465517201241088,170,419,1,170,419
3,0.5465517201241088,169,420,1,169,420
3,0.5465517201241088,169,421,1,169,421
3,0.5465517201241088,169,422,1,169,422
3,0.5465517201241088,169,423,1,169,423
3,0.5465517201241088,169,424,1,169,424
3,0.5465517201241088,169,425,1,169,425
3,0.5465517201241088,169,426,1,169,426
3,0.5465517201241088,169,427,1,169,427
3,0.5465517201241088,169,428,1,169,428
3,0.5465517201241088,169,429,1,169,429
3,0.5465517201241088,169,430,1,169,430
3,0.5465517201241088,169,431,1,169,431
3,0.5465517201241088,169,432,1,169,432
3,0.5465517201241088,169,433,1,169,433
3,0.5465517201241088,169,434,1,169,434
3,0.5465517201241088,169,435,1,169,435
3,0.5465517201241088,169,436,1,169,436
3,0.5465517201241088,169,437,1,169,437
3,0.5465517201241088,169,438,1,169,438
3,0.5465517201241088,169,439,1,169,439
3,0.5465517201241088,169,440,1,169,440
3,0.5465517201241088,169,441,1,169,441
3,0.5465517201241088,169,442,1,169,442
3,0.5465517201241088,169,443,1,169,443
3,0.5465517201241088,169,444,1,169,444
3,0.5465517201241088,169,445,1,169,445
3,0.5465517201241088,169,446,1,169,446
3,0.5465517201241088,169,447,1,169,447
3,0.5465517201241088,169,448,1,169,448
3,0.5465517201241088,169,449,1,169,449
3,0.5465517201241088,169,450,1,169,450
3,0.5465517201241088,169,451,1,169,451
3,0.5465517201241088,169,452,1,169,452
3,0.5465517201241088,169,453,1,169,453
3,0.5465517201241088,169,454,1,169,454
3,0.5465517201241088,169,455,1,169,455
3,0.5465517201241088,169,456,1,169,456
3,0.5465517201241088,169,457,1,169,457
3,0.5465517201241088,169,458,1,169,458
3,0.5465517201241088,169,459,1,169,459
3,0.5465517201241088,169,460,1,169,460
3,0.5465517201241088,169,461,1,169,461
3,0.5465517201241088,169,462,1,169,462
3,0.5465517201241088,169,463,1,169,463
3,0.5465517201241088,169,464,1,169,464
3,0.5465517201241088,169,465,1,169,465
3,0.5465517201241088,169,466,1,169,466
3,0.5465517201241088,169,467,1,169,467
3,0.5465517201241088,169,468,1,169,468
3,0.5465517201241088,169,469,1,169,469
3,0.5465517201241088,169,470,1,169,470
3,0.5465517201241088,169,471,1,169,471
3,0.5465517201241088,169,472,1,169,472
3,0.5465517201241088,169,473,1,169,473
3,0.5465517201241088,169,474,1,169,474
3,0.5465517201241088,169,475,1,169,475
